"","meta_c_group_1"
"75762","Monocyte"
"75763","Monocyte"
"75764","Monocyte"
"75765","Monocyte"
"75766","Monocyte"
"75767","Monocyte"
"75768","Monocyte"
"75769","Monocyte"
"75770","Monocyte"
"75771","Monocyte"
"75772","Monocyte"
"75773","Monocyte"
"75774","Monocyte"
"75775","Monocyte"
"75776","Monocyte"
"75777","Monocyte"
"75778","Monocyte"
"75779","Monocyte"
"75780","Monocyte"
"75781","Monocyte"
"75782","Monocyte"
"75783","Monocyte"
"75784","Monocyte"
"75785","Monocyte"
"75786","Monocyte"
"75787","Monocyte"
"75788","Monocyte"
"75789","Monocyte"
"75790","Monocyte"
"75791","Monocyte"
"75792","Monocyte"
"75793","Monocyte"
"75794","Monocyte"
"75795","Monocyte"
"75796","Monocyte"
"75797","Monocyte"
"75798","Monocyte"
"75799","Monocyte"
"75800","Monocyte"
"75801","Monocyte"
"75802","Monocyte"
"75803","Monocyte"
"75804","Monocyte"
"75805","Monocyte"
"75806","Monocyte"
"75807","Monocyte"
"75808","Monocyte"
"75809","Monocyte"
"75810","Monocyte"
"75811","Monocyte"
"75812","Monocyte"
"75813","Monocyte"
"75814","Monocyte"
"75815","Monocyte"
"75816","Monocyte"
"75817","Monocyte"
"75818","Monocyte"
"75819","Monocyte"
"75820","Monocyte"
"75821","Monocyte"
"75822","Monocyte"
"75823","Monocyte"
"75824","Monocyte"
"75825","Monocyte"
"75826","Monocyte"
"75827","Monocyte"
"75828","Monocyte"
"75829","Monocyte"
"75830","Monocyte"
"75831","Monocyte"
"75832","Monocyte"
"75833","Monocyte"
"75834","Monocyte"
"75835","Monocyte"
"75836","Monocyte"
"75837","Monocyte"
"75838","Monocyte"
"75839","Monocyte"
"75840","Monocyte"
"75841","Monocyte"
"75842","Monocyte"
"75843","Monocyte"
"75844","Monocyte"
"75845","Monocyte"
"75846","Monocyte"
"75847","Monocyte"
"75848","Monocyte"
"75849","Monocyte"
"75850","Monocyte"
"75851","Monocyte"
"75852","Monocyte"
"75853","Monocyte"
"75854","Monocyte"
"75855","Monocyte"
"75856","Monocyte"
"75857","Monocyte"
"75858","Monocyte"
"75859","Monocyte"
"75860","Monocyte"
"75861","Monocyte"
"75862","Monocyte"
"75863","Monocyte"
"75864","Monocyte"
"75865","Monocyte"
"75866","Monocyte"
"75867","Monocyte"
"75868","Monocyte"
"75869","Monocyte"
"75870","Monocyte"
"75871","Monocyte"
"75872","Monocyte"
"75873","Monocyte"
"75874","Monocyte"
"75875","Monocyte"
"75876","Monocyte"
"75877","Monocyte"
"75878","Monocyte"
"75879","Monocyte"
"75880","Monocyte"
"75881","Monocyte"
"75882","Monocyte"
"75883","Monocyte"
"75884","Monocyte"
"75885","Monocyte"
"75886","Monocyte"
"75887","Monocyte"
"75888","Monocyte"
"75889","Monocyte"
"75890","Monocyte"
"75891","Monocyte"
"75892","Monocyte"
"75893","Monocyte"
"75894","Monocyte"
"75895","Monocyte"
"75896","Monocyte"
"75897","Monocyte"
"75898","Monocyte"
"75899","Monocyte"
"75900","Monocyte"
"75901","Monocyte"
"75902","Monocyte"
"75903","Monocyte"
"75904","Monocyte"
"75905","Monocyte"
"75906","Monocyte"
"75907","Monocyte"
"75908","Monocyte"
"75909","Monocyte"
"75910","Monocyte"
"75911","Monocyte"
"75912","Monocyte"
"75913","Monocyte"
"75914","Monocyte"
"75915","Monocyte"
"75916","Monocyte"
"75917","Monocyte"
"75918","Monocyte"
"75919","Monocyte"
"75920","Monocyte"
"75921","Monocyte"
"75922","Monocyte"
"75923","Monocyte"
"75924","Monocyte"
"75925","Monocyte"
"75926","Monocyte"
"75927","Monocyte"
"75928","Monocyte"
"75929","Monocyte"
"75930","Monocyte"
"75931","Monocyte"
"75932","Monocyte"
"75933","Monocyte"
"75934","Monocyte"
"75935","Monocyte"
"75936","Monocyte"
"75937","Monocyte"
"75938","Monocyte"
"75939","Monocyte"
"75940","Monocyte"
"75941","Monocyte"
"75942","Monocyte"
"75943","Monocyte"
"75944","Monocyte"
"75945","Monocyte"
"75946","Monocyte"
"75947","Monocyte"
"75948","Monocyte"
"75949","Monocyte"
"75950","Monocyte"
"75951","Monocyte"
"75952","Monocyte"
"75953","Monocyte"
"75954","Monocyte"
"75955","Monocyte"
"75956","Monocyte"
"75957","Monocyte"
"75958","Monocyte"
"75959","Monocyte"
"75960","Monocyte"
"75961","Monocyte"
"75962","Monocyte"
"75963","Monocyte"
"75964","Monocyte"
"75965","Monocyte"
"75966","Monocyte"
"75967","Monocyte"
"75968","Monocyte"
"75969","Monocyte"
"75970","Monocyte"
"75971","Monocyte"
"75972","Monocyte"
"75973","Monocyte"
"75974","Monocyte"
"75975","Monocyte"
"75976","Monocyte"
"75977","Monocyte"
"75978","Monocyte"
"75979","Monocyte"
"75980","Monocyte"
"75981","Monocyte"
"75982","Monocyte"
"75983","Monocyte"
"75984","Monocyte"
"75985","Monocyte"
"75986","Monocyte"
"75987","Monocyte"
"75988","Monocyte"
"75989","Monocyte"
"75990","Monocyte"
"75991","Monocyte"
"75992","Monocyte"
"75993","Monocyte"
"75994","Monocyte"
"75995","Monocyte"
"75996","Monocyte"
"75997","Monocyte"
"75998","Monocyte"
"75999","Monocyte"
"76000","Monocyte"
"76001","Monocyte"
"76002","Monocyte"
"76003","Monocyte"
"76004","Monocyte"
"76005","Monocyte"
"76006","Monocyte"
"76007","Monocyte"
"76008","Monocyte"
"76009","Monocyte"
"76010","Monocyte"
"76011","Monocyte"
"76012","Monocyte"
"76013","Monocyte"
"76014","Monocyte"
"76015","Monocyte"
"76016","Monocyte"
"76017","Monocyte"
"76018","Monocyte"
"76019","Monocyte"
"76020","Monocyte"
"76021","Monocyte"
"76022","Monocyte"
"76023","Monocyte"
"76024","Monocyte"
"76025","Monocyte"
"76026","Monocyte"
"76027","Monocyte"
"76028","Monocyte"
"76029","Monocyte"
"76030","Monocyte"
"76031","Monocyte"
"76032","Monocyte"
"76033","Monocyte"
"76034","Monocyte"
"76035","Monocyte"
"76036","Monocyte"
"76037","Monocyte"
"76038","Monocyte"
"76039","Monocyte"
"76040","Monocyte"
"76041","Monocyte"
"76042","Monocyte"
"76043","Monocyte"
"76044","Monocyte"
"76045","Monocyte"
"76046","Monocyte"
"76047","Monocyte"
"76048","Monocyte"
"76049","Monocyte"
"76050","Monocyte"
"76051","Monocyte"
"76052","Monocyte"
"76053","Monocyte"
"76054","Monocyte"
"76055","Monocyte"
"76056","Monocyte"
"76057","Monocyte"
"76058","Monocyte"
"76059","Monocyte"
"76060","Monocyte"
"76061","Monocyte"
"76062","Monocyte"
"76063","Monocyte"
"76064","Monocyte"
"76065","Monocyte"
"76066","Monocyte"
"76067","Monocyte"
"76068","Monocyte"
"76069","Monocyte"
"76070","Monocyte"
"76071","Monocyte"
"76072","Monocyte"
"76073","Monocyte"
"76074","Monocyte"
"76075","Monocyte"
"76076","Monocyte"
"76077","Monocyte"
"76078","Monocyte"
"76079","Monocyte"
"76080","Monocyte"
"76081","Monocyte"
"76082","Monocyte"
"76083","Monocyte"
"76084","Monocyte"
"76085","Monocyte"
"76086","Monocyte"
"76087","Monocyte"
"76088","Monocyte"
"76089","Monocyte"
"76090","Monocyte"
"76091","Monocyte"
"76092","Monocyte"
"76093","Monocyte"
"76094","Monocyte"
"76095","Monocyte"
"76096","Monocyte"
"76097","Monocyte"
"76098","Monocyte"
"76099","Monocyte"
"76100","Monocyte"
"76101","Monocyte"
"76102","Monocyte"
"76103","Monocyte"
"76104","Monocyte"
"76105","Monocyte"
"76106","Monocyte"
"76107","Monocyte"
"76108","Monocyte"
"76109","Monocyte"
"76110","Monocyte"
"76111","Monocyte"
"76112","Monocyte"
"76113","Monocyte"
"76114","Monocyte"
"76115","Monocyte"
"76116","Monocyte"
"76117","Monocyte"
"76118","Monocyte"
"76119","Monocyte"
"76120","Monocyte"
"76121","Monocyte"
"76122","Monocyte"
"76123","Monocyte"
"76124","Monocyte"
"76125","Monocyte"
"76126","Monocyte"
"76127","Monocyte"
"76128","Monocyte"
"76129","Monocyte"
"76130","Monocyte"
"76131","Monocyte"
"76132","Monocyte"
"76133","Monocyte"
"76134","Monocyte"
"76135","Monocyte"
"76136","Monocyte"
"76137","Monocyte"
"76138","Monocyte"
"76139","Monocyte"
"76140","Monocyte"
"76141","Monocyte"
"76142","Monocyte"
"76143","Monocyte"
"76144","Monocyte"
"76145","Monocyte"
"76146","Monocyte"
"76147","Monocyte"
"76148","Monocyte"
"76149","Monocyte"
"76150","Monocyte"
"76151","Monocyte"
"76152","Monocyte"
"76153","Monocyte"
"76154","Monocyte"
"76155","Monocyte"
"76156","Monocyte"
"76157","Monocyte"
"76158","Monocyte"
"76159","Monocyte"
"76160","Monocyte"
"76161","Monocyte"
"76162","Monocyte"
"76163","Monocyte"
"76164","Monocyte"
"76165","Monocyte"
"76166","Monocyte"
"76167","Monocyte"
"76168","Monocyte"
"76169","Monocyte"
"76170","Monocyte"
"76171","Monocyte"
"76172","Monocyte"
"76173","Monocyte"
"76174","Monocyte"
"76175","Monocyte"
"76176","Monocyte"
"76177","Monocyte"
"76178","Monocyte"
"76179","Monocyte"
"76180","Monocyte"
"76181","Monocyte"
"76182","Monocyte"
"76183","Monocyte"
"76184","Monocyte"
"76185","Monocyte"
"76186","Monocyte"
"76187","Monocyte"
"76188","Monocyte"
"76189","Monocyte"
"76190","Monocyte"
"76191","Monocyte"
"76192","Monocyte"
"76193","Monocyte"
"76194","Monocyte"
"76195","Monocyte"
"76196","Monocyte"
"76197","Monocyte"
"76198","Monocyte"
"76199","Monocyte"
"76200","Monocyte"
"76201","Monocyte"
"76202","Monocyte"
"76203","Monocyte"
"76204","Monocyte"
"76205","Monocyte"
"76206","Monocyte"
"76207","Monocyte"
"76208","Monocyte"
"76209","Monocyte"
"76210","Monocyte"
"76211","Monocyte"
"76212","Monocyte"
"76213","Monocyte"
"76214","Monocyte"
"76215","Monocyte"
"76216","Monocyte"
"76217","Monocyte"
"76218","Monocyte"
"76219","Monocyte"
"76220","Monocyte"
"76221","Monocyte"
"76222","Monocyte"
"76223","Monocyte"
"76224","Monocyte"
"76225","Monocyte"
"76226","Monocyte"
"76227","Monocyte"
"76228","Monocyte"
"76229","Monocyte"
"76230","Monocyte"
"76231","Monocyte"
"76232","Monocyte"
"76233","Monocyte"
"76234","Monocyte"
"76235","Monocyte"
"76236","Monocyte"
"76237","Monocyte"
"76238","Monocyte"
"76239","Monocyte"
"76240","Monocyte"
"76241","Monocyte"
"76242","Monocyte"
"76243","Monocyte"
"76244","Monocyte"
"76245","Monocyte"
"76246","Monocyte"
"76247","Monocyte"
"76248","Monocyte"
"76249","Monocyte"
"76250","Monocyte"
"76251","Monocyte"
"76252","Monocyte"
"76253","Monocyte"
"76254","Monocyte"
"76255","Monocyte"
"76256","Monocyte"
"76257","Monocyte"
"76258","Monocyte"
"76259","Monocyte"
"76260","Monocyte"
"76261","Monocyte"
"76262","Monocyte"
"76263","Monocyte"
"76264","Monocyte"
"76265","Monocyte"
"76266","Monocyte"
"76267","Monocyte"
"76268","Monocyte"
"76269","Monocyte"
"76270","Monocyte"
"76271","Monocyte"
"76272","Monocyte"
"76273","Monocyte"
"76274","Monocyte"
"76275","Monocyte"
"76276","Monocyte"
"76277","Monocyte"
"76278","Monocyte"
"76279","Monocyte"
"76280","Monocyte"
"76281","Monocyte"
"76282","Monocyte"
"76283","Monocyte"
"76284","Monocyte"
"76285","Monocyte"
"76286","Monocyte"
"76287","Monocyte"
"76288","Monocyte"
"76289","Monocyte"
"76290","Monocyte"
"76291","Monocyte"
"76292","Monocyte"
"76293","Monocyte"
"76294","Monocyte"
"76295","Monocyte"
"76296","Monocyte"
"76297","Monocyte"
"76298","Monocyte"
"76299","Monocyte"
"76300","Monocyte"
"76301","Monocyte"
"76302","Monocyte"
"76303","Monocyte"
"76304","Monocyte"
"76305","Monocyte"
"76306","Monocyte"
"76307","Monocyte"
"76308","Monocyte"
"76309","Monocyte"
"76310","Monocyte"
"76311","Monocyte"
"76312","Monocyte"
"76313","Monocyte"
"76314","Monocyte"
"76315","Monocyte"
"76316","Monocyte"
"76317","Monocyte"
"76318","Monocyte"
"76319","Monocyte"
"76320","Monocyte"
"76321","Monocyte"
"76322","Monocyte"
"76323","Monocyte"
"76324","Monocyte"
"76325","Monocyte"
"76326","Monocyte"
"76327","Monocyte"
"76328","Monocyte"
"76329","Monocyte"
"76330","Monocyte"
"76331","Monocyte"
"76332","Monocyte"
"76333","Monocyte"
"76334","Monocyte"
"76335","Monocyte"
"76336","Monocyte"
"76337","Monocyte"
"76338","Monocyte"
"76339","Monocyte"
"76340","Monocyte"
"76341","Monocyte"
"76342","Monocyte"
"76343","Monocyte"
"76344","Monocyte"
"76345","Monocyte"
"76346","Monocyte"
"76347","Monocyte"
"76348","Monocyte"
"76349","Monocyte"
"76350","Monocyte"
"76351","Monocyte"
"76352","Monocyte"
"76353","Monocyte"
"76354","Monocyte"
"76355","Monocyte"
"76356","Monocyte"
"76357","Monocyte"
"76358","Monocyte"
"76359","Monocyte"
"76360","Monocyte"
"76361","Monocyte"
"76362","Monocyte"
"76363","Monocyte"
"76364","Monocyte"
"76365","Monocyte"
"76366","Monocyte"
"76367","Monocyte"
"76368","Monocyte"
"76369","Monocyte"
"76370","Monocyte"
"76371","Monocyte"
"76372","Monocyte"
"76373","Monocyte"
"76374","Monocyte"
"76375","Monocyte"
"76376","Monocyte"
"76377","Monocyte"
"76378","Monocyte"
"76379","Monocyte"
"76380","Monocyte"
"76381","Monocyte"
"76382","Monocyte"
"76383","Monocyte"
"76384","Monocyte"
"76385","Monocyte"
"76386","Monocyte"
"76387","Monocyte"
"76388","Monocyte"
"76389","Monocyte"
"76390","Monocyte"
"76391","Monocyte"
"76392","Monocyte"
"76393","Monocyte"
"76394","Monocyte"
"76395","Monocyte"
"76396","Monocyte"
"76397","Monocyte"
"76398","Monocyte"
"76399","Monocyte"
"76400","Monocyte"
"76401","Monocyte"
"76402","Monocyte"
"76403","Monocyte"
"76404","Monocyte"
"76405","Monocyte"
"76406","Monocyte"
"76407","Monocyte"
"76408","Monocyte"
"76409","Monocyte"
"76410","Monocyte"
"76411","Monocyte"
"76412","Monocyte"
"76413","Monocyte"
"76414","Monocyte"
"76415","Monocyte"
"76416","Monocyte"
"76417","Monocyte"
"76418","Monocyte"
"76419","Monocyte"
"76420","Monocyte"
"76421","Monocyte"
"76422","Monocyte"
"76423","Monocyte"
"76424","Monocyte"
"76425","Monocyte"
"76426","Monocyte"
"76427","Monocyte"
"76428","Monocyte"
"76429","Monocyte"
"76430","Monocyte"
"76431","Monocyte"
"76432","Monocyte"
"76433","Monocyte"
"76434","Monocyte"
"76435","Monocyte"
"76436","Monocyte"
"76437","Monocyte"
"76438","Monocyte"
"76439","Monocyte"
"76440","Monocyte"
"76441","Monocyte"
"76442","Monocyte"
"76443","Monocyte"
"76444","Monocyte"
"76445","Monocyte"
"76446","Monocyte"
"76447","Monocyte"
"76448","Monocyte"
"76449","Monocyte"
"76450","Monocyte"
"76451","Monocyte"
"76452","Monocyte"
"76453","Monocyte"
"76454","Monocyte"
"76455","Monocyte"
"76456","Monocyte"
"76457","Monocyte"
"76458","Monocyte"
"76459","Monocyte"
"76460","Monocyte"
"76461","Monocyte"
"76462","Monocyte"
"76463","Monocyte"
"76464","Monocyte"
"76465","Monocyte"
"76466","Monocyte"
"76467","Monocyte"
"76468","Monocyte"
"76469","Monocyte"
"76470","Monocyte"
"76471","Monocyte"
"76472","Monocyte"
"76473","Monocyte"
"76474","Monocyte"
"76475","Monocyte"
"76476","Monocyte"
"76477","Monocyte"
"76478","Monocyte"
"76479","Monocyte"
"76480","Monocyte"
"76481","Monocyte"
"76482","Monocyte"
"76483","Monocyte"
"76484","Monocyte"
"76485","Monocyte"
"76486","Monocyte"
"76487","Monocyte"
"76488","Monocyte"
"76489","Monocyte"
"76490","Monocyte"
"76491","Monocyte"
"76492","Monocyte"
"76493","Monocyte"
"76494","Monocyte"
"76495","Monocyte"
"76496","Monocyte"
"76497","Monocyte"
"76498","Monocyte"
"76499","Monocyte"
"76500","Monocyte"
"76501","Monocyte"
"76502","Monocyte"
"76503","Monocyte"
"76504","Monocyte"
"76505","Monocyte"
"76506","Monocyte"
"76507","Monocyte"
"76508","Monocyte"
"76509","Monocyte"
"76510","Monocyte"
"76511","Monocyte"
"76512","Monocyte"
"76513","Monocyte"
"76514","Monocyte"
"76515","Monocyte"
"76516","Monocyte"
"76517","Monocyte"
"76518","Monocyte"
"76519","Monocyte"
"76520","Monocyte"
"76521","Monocyte"
"76522","Monocyte"
"76523","Monocyte"
"76524","Monocyte"
"76525","Monocyte"
"76526","Monocyte"
"76527","Monocyte"
"76528","Monocyte"
"76529","Monocyte"
"76530","Monocyte"
"76531","Monocyte"
"76532","Monocyte"
"76533","Monocyte"
"76534","Monocyte"
"76535","Monocyte"
"76536","Monocyte"
"76537","Monocyte"
"76538","Monocyte"
"76539","Monocyte"
"76540","Monocyte"
"76541","Monocyte"
"76542","Monocyte"
"76543","Monocyte"
"76544","Monocyte"
"76545","Monocyte"
"76546","Monocyte"
"76547","Monocyte"
"76548","Monocyte"
"76549","Monocyte"
"76550","Monocyte"
"76551","Monocyte"
"76552","Monocyte"
"76553","Monocyte"
"76554","Monocyte"
"76555","Monocyte"
"76556","Monocyte"
"76557","Monocyte"
"76558","Monocyte"
"76559","Monocyte"
"76560","Monocyte"
"76561","Monocyte"
"76562","Monocyte"
"76563","Monocyte"
"76564","Monocyte"
"76565","Monocyte"
"76566","Monocyte"
"76567","Monocyte"
"76568","Monocyte"
"76569","Monocyte"
"76570","Monocyte"
"76571","Monocyte"
"76572","Monocyte"
"76573","Monocyte"
"76574","Monocyte"
"76575","Monocyte"
"76576","Monocyte"
"76577","Monocyte"
"76578","Monocyte"
"76579","Monocyte"
"76580","Monocyte"
"76581","Monocyte"
"76582","Monocyte"
"76583","Monocyte"
"76584","Monocyte"
"76585","Monocyte"
"76586","Monocyte"
"76587","Monocyte"
"76588","Monocyte"
"76589","Monocyte"
"76590","Monocyte"
"76591","Monocyte"
"76592","Monocyte"
"76593","Monocyte"
"76594","Monocyte"
"76595","Monocyte"
"76596","Monocyte"
"76597","Monocyte"
"76598","Monocyte"
"76599","Monocyte"
"76600","Monocyte"
"76601","Monocyte"
"76602","Monocyte"
"76603","Monocyte"
"76604","Monocyte"
"76605","Monocyte"
"76606","Monocyte"
"76607","Monocyte"
"76608","Monocyte"
"76609","Monocyte"
"76610","Monocyte"
"76611","Monocyte"
"76612","Monocyte"
"76613","Monocyte"
"76614","Monocyte"
"76615","Monocyte"
"76616","Monocyte"
"76617","Monocyte"
"76618","Monocyte"
"76619","Monocyte"
"76620","Monocyte"
"76621","Monocyte"
"76622","Monocyte"
"76623","Monocyte"
"76624","Monocyte"
"76625","Monocyte"
"76626","Monocyte"
"76627","Monocyte"
"76628","Monocyte"
"76629","Monocyte"
"76630","Monocyte"
"76631","Monocyte"
"76632","Monocyte"
"76633","Monocyte"
"76634","Monocyte"
"76635","Monocyte"
"76636","Monocyte"
"76637","Monocyte"
"76638","Monocyte"
"76639","Monocyte"
"76640","Monocyte"
"76641","Monocyte"
"76642","Monocyte"
"76643","Monocyte"
"76644","Monocyte"
"76645","Monocyte"
"76646","Monocyte"
"76647","Monocyte"
"76648","Monocyte"
"76649","Monocyte"
"76650","Monocyte"
"76651","Monocyte"
"76652","Monocyte"
"76653","Monocyte"
"76654","Monocyte"
"76655","Monocyte"
"76656","Monocyte"
"76657","Monocyte"
"76658","Monocyte"
"76659","Monocyte"
"76660","Monocyte"
"76661","Monocyte"
"76662","Monocyte"
"76663","Monocyte"
"76664","Monocyte"
"76665","Monocyte"
"76666","Monocyte"
"76667","Monocyte"
"76668","Monocyte"
"76669","Monocyte"
"76670","Monocyte"
"76671","Monocyte"
"76672","Monocyte"
"76673","Monocyte"
"76674","Monocyte"
"76675","Monocyte"
"76676","Monocyte"
"76677","Monocyte"
"76678","Monocyte"
"76679","Monocyte"
"76680","Monocyte"
"76681","Monocyte"
"76682","Monocyte"
"76683","Monocyte"
"76684","Monocyte"
"76685","Monocyte"
"76686","Monocyte"
"76687","Monocyte"
"76688","Monocyte"
"76689","Monocyte"
"76690","Monocyte"
"76691","Monocyte"
"76692","Monocyte"
"76693","Monocyte"
"76694","Monocyte"
"76695","Monocyte"
"76696","Monocyte"
"76697","Monocyte"
"76698","Monocyte"
"76699","Monocyte"
"76700","Monocyte"
"76701","Monocyte"
"76702","Monocyte"
"76703","Monocyte"
"76704","Monocyte"
"76705","Monocyte"
"76706","Monocyte"
"76707","Monocyte"
"76708","Monocyte"
"76709","Monocyte"
"76710","Monocyte"
"76711","Monocyte"
"76712","Monocyte"
"76713","Monocyte"
"76714","Monocyte"
"76715","Monocyte"
"76716","Monocyte"
"76717","Monocyte"
"76718","Monocyte"
"76719","Monocyte"
"76720","Monocyte"
"76721","Monocyte"
"76722","Monocyte"
"76723","Monocyte"
"76724","Monocyte"
"76725","Monocyte"
"76726","Monocyte"
"76727","Monocyte"
"76728","Monocyte"
"76729","Monocyte"
"76730","Monocyte"
"76731","Monocyte"
"76732","Monocyte"
"76733","Monocyte"
"76734","Monocyte"
"76735","Monocyte"
"76736","Monocyte"
"76737","Monocyte"
"76738","Monocyte"
"76739","Monocyte"
"76740","Monocyte"
"76741","Monocyte"
"76742","Monocyte"
"76743","Monocyte"
"76744","Monocyte"
"76745","Monocyte"
"76746","Monocyte"
"76747","Monocyte"
"76748","Monocyte"
"76749","Monocyte"
"76750","Monocyte"
"76751","Monocyte"
"76752","Monocyte"
"76753","Monocyte"
"76754","Monocyte"
"76755","Monocyte"
"76756","Monocyte"
"76757","Monocyte"
"76758","Monocyte"
"76759","Monocyte"
"76760","Monocyte"
"76761","Monocyte"
"76762","Monocyte"
"76763","Monocyte"
"76764","Monocyte"
"76765","Monocyte"
"76766","Monocyte"
"76767","Monocyte"
"76768","Monocyte"
"76769","Monocyte"
"76770","Monocyte"
"76771","Monocyte"
"76772","Monocyte"
"76773","Monocyte"
"76774","Monocyte"
"76775","Monocyte"
"76776","Monocyte"
"76777","Monocyte"
"76778","Monocyte"
"76779","Monocyte"
"76780","Monocyte"
"76781","Monocyte"
"76782","Monocyte"
"76783","Monocyte"
"76784","Monocyte"
"76785","Monocyte"
"76786","Monocyte"
"76787","Monocyte"
"76788","Monocyte"
"76789","Monocyte"
"76790","Monocyte"
"76791","Monocyte"
"76792","Monocyte"
"76793","Monocyte"
"76794","Monocyte"
"76795","Monocyte"
"76796","Monocyte"
"76797","Monocyte"
"76798","Monocyte"
"76799","Monocyte"
"76800","Monocyte"
"76801","Monocyte"
"76802","Monocyte"
"76803","Monocyte"
"76804","Monocyte"
"76805","Monocyte"
"76806","Monocyte"
"76807","Monocyte"
"76808","Monocyte"
"76809","Monocyte"
"76810","Monocyte"
"76811","Monocyte"
"76812","Monocyte"
"76813","Monocyte"
"76814","Monocyte"
"76815","Monocyte"
"76816","Monocyte"
"76817","Monocyte"
"76818","Monocyte"
"76819","Monocyte"
"76820","Monocyte"
"76821","Monocyte"
"76822","mregDC"
"76823","mregDC"
"76824","mregDC"
"76825","mregDC"
"76826","mregDC"
"76827","mregDC"
"76828","mregDC"
"76829","mregDC"
"76830","mregDC"
"76831","mregDC"
"76832","mregDC"
"76833","mregDC"
"76834","mregDC"
"76835","mregDC"
"76836","mregDC"
"76837","mregDC"
"76838","mregDC"
"76839","mregDC"
"76840","mregDC"
"76841","mregDC"
"76842","mregDC"
"76843","mregDC"
"76844","mregDC"
"76845","mregDC"
"76846","mregDC"
"76847","mregDC"
"76848","mregDC"
"76849","mregDC"
"76850","mregDC"
"76851","mregDC"
"76852","mregDC"
"76853","mregDC"
"76854","mregDC"
"76855","mregDC"
"76856","mregDC"
"76857","mregDC"
"76858","mregDC"
"76859","mregDC"
"76860","mregDC"
"76861","mregDC"
"76862","mregDC"
"76863","mregDC"
"76864","mregDC"
"76865","mregDC"
"76866","mregDC"
"76867","mregDC"
"76868","mregDC"
"76869","mregDC"
"76870","mregDC"
"76871","mregDC"
"76872","mregDC"
"76873","mregDC"
"76874","mregDC"
"76875","mregDC"
"76876","mregDC"
"76877","mregDC"
"76878","mregDC"
"76879","mregDC"
"76880","mregDC"
"76881","mregDC"
"76882","mregDC"
"76883","mregDC"
"76884","mregDC"
"76885","mregDC"
"76886","mregDC"
"76887","mregDC"
"76888","mregDC"
"76889","mregDC"
"76890","mregDC"
"76891","mregDC"
"76892","mregDC"
"76893","mregDC"
"76894","mregDC"
"76895","mregDC"
"76896","mregDC"
"76897","mregDC"
"76898","mregDC"
"76899","mregDC"
"76900","mregDC"
"76901","mregDC"
"76902","mregDC"
"76903","mregDC"
"76904","mregDC"
"76905","mregDC"
"76906","mregDC"
"76907","mregDC"
"76908","mregDC"
"76909","mregDC"
"76910","mregDC"
"76911","mregDC"
"76912","mregDC"
"76913","mregDC"
"76914","mregDC"
"76915","mregDC"
"76916","mregDC"
"76917","mregDC"
"76918","mregDC"
"76919","mregDC"
"76920","mregDC"
"76921","mregDC"
"76922","mregDC"
"76923","mregDC"
"76924","mregDC"
"76925","mregDC"
"76926","mregDC"
"76927","mregDC"
"76928","mregDC"
"76929","mregDC"
"76930","mregDC"
"76931","mregDC"
"76932","mregDC"
"76933","mregDC"
"76934","mregDC"
"76935","mregDC"
"76936","mregDC"
"76937","mregDC"
"76938","mregDC"
"76939","mregDC"
"76940","mregDC"
"76941","mregDC"
"76942","mregDC"
"76943","mregDC"
"76944","mregDC"
"76945","mregDC"
"76946","mregDC"
"76947","mregDC"
"76948","mregDC"
"76949","mregDC"
"76950","mregDC"
"76951","mregDC"
"76952","mregDC"
"76953","mregDC"
"76954","mregDC"
"76955","mregDC"
"76956","NK cell"
"76957","NK cell"
"76958","NK cell"
"76959","NK cell"
"76960","NK cell"
"76961","NK cell"
"76962","NK cell"
"76963","NK cell"
"76964","NK cell"
"76965","NK cell"
"76966","NK cell"
"76967","NK cell"
"76968","NK cell"
"76969","NK cell"
"76970","NK cell"
"76971","NK cell"
"76972","NK cell"
"76973","NK cell"
"76974","NK cell"
"76975","NK cell"
"76976","NK cell"
"76977","NK cell"
"76978","NK cell"
"76979","NK cell"
"76980","NK cell"
"76981","NK cell"
"76982","NK cell"
"76983","NK cell"
"76984","NK cell"
"76985","NK cell"
"76986","NK cell"
"76987","NK cell"
"76988","NK cell"
"76989","NK cell"
"76990","NK cell"
"76991","NK cell"
"76992","NK cell"
"76993","NK cell"
"76994","NK cell"
"76995","NK cell"
"76996","NK cell"
"76997","NK cell"
"76998","NK cell"
"76999","NK cell"
"77000","NK cell"
"77001","NK cell"
"77002","NK cell"
"77003","NK cell"
"77004","NK cell"
"77005","NK cell"
"77006","NK cell"
"77007","NK cell"
"77008","NK cell"
"77009","NK cell"
"77010","NK cell"
"77011","NK cell"
"77012","NK cell"
"77013","NK cell"
"77014","NK cell"
"77015","NK cell"
"77016","NK cell"
"77017","NK cell"
"77018","NK cell"
"77019","NK cell"
"77020","NK cell"
"77021","NK cell"
"77022","NK cell"
"77023","NK cell"
"77024","NK cell"
"77025","NK cell"
"77026","NK cell"
"77027","NK cell"
"77028","NK cell"
"77029","NK cell"
"77030","NK cell"
"77031","NK cell"
"77032","NK cell"
"77033","NK cell"
"77034","NK cell"
"77035","NK cell"
"77036","NK cell"
"77037","NK cell"
"77038","NK cell"
"77039","NK cell"
"77040","NK cell"
"77041","NK cell"
"77042","NK cell"
"77043","NK cell"
"77044","NK cell"
"77045","NK cell"
"77046","NK cell"
"77047","NK cell"
"77048","NK cell"
"77049","NK cell"
"77050","NK cell"
"77051","NK cell"
"77052","NK cell"
"77053","NK cell"
